Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
4218,40.0,1,1,7.0,3,2,3,2.0,3,3.0,1,2.0,0,3,1,1.0,3,28291.0
2032,33.0,1,1,6.0,2,2,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17686.0
4252,31.0,1,3,12.0,3,1,2,5.0,1,3.0,1,3.0,0,1,1,1.0,2,24796.0
3271,29.0,0,1,13.0,2,2,3,5.0,0,3.0,1,3.0,1,4,1,1.0,1,21381.0
2332,44.0,0,1,23.0,2,2,3,5.0,0,3.0,2,3.0,0,4,1,1.0,1,17290.0
83,38.0,0,1,12.0,3,1,3,5.0,1,3.0,1,1.0,1,2,0,2.0,2,20329.0
2222,36.0,1,1,22.0,2,1,2,1.0,0,5.0,2,2.0,0,1,1,0.0,1,17743.0
1907,30.0,1,3,13.0,3,2,2,3.0,0,4.0,2,1.0,0,1,0,0.0,1,17983.0
273,37.0,1,3,12.0,3,2,3,3.0,1,3.0,0,5.0,0,3,0,0.0,2,21502.0
4266,49.0,1,3,36.0,3,1,4,4.0,3,3.0,1,5.0,0,4,0,2.0,3,31182.0
3857,26.0,1,1,9.0,2,2,3,4.0,0,3.0,1,8.0,1,5,0,1.0,1,22655.0
3503,36.0,1,3,14.0,2,2,4,4.0,0,3.0,0,3.0,0,3,1,1.0,1,21082.0
2505,39.0,0,1,36.0,2,1,3,4.0,1,3.0,2,3.0,0,3,1,1.0,2,21084.0
1985,35.0,0,1,9.0,2,2,2,4.0,0,3.0,1,2.0,0,1,1,1.0,1,16281.0
110,51.0,0,1,6.0,3,1,1,4.0,3,5.0,3,4.0,0,2,1,0.0,3,22484.0
1956,37.0,1,3,8.0,3,2,3,3.0,1,3.0,1,5.0,1,3,0,2.0,2,24602.0
4529,28.0,0,1,10.0,3,2,3,4.0,0,3.0,1,3.0,0,1,0,1.0,1,20384.0
2358,35.0,0,3,14.0,3,1,3,4.0,3,3.0,1,5.0,1,5,1,2.0,3,25377.0
3585,31.0,1,1,14.0,3,2,3,5.0,0,4.0,1,3.0,0,5,0,1.0,1,20819.0
1312,31.0,1,2,24.0,2,2,2,1.0,0,5.0,1,1.0,0,1,1,0.0,1,17956.0
3694,30.0,0,1,7.0,2,2,4,2.0,1,3.0,3,2.0,1,3,0,2.0,2,24972.0
1908,35.0,1,1,22.0,2,2,3,3.0,3,3.0,1,5.0,1,1,0,0.0,3,22632.0
4132,46.0,0,3,13.0,3,0,3,5.0,3,3.0,3,8.0,0,4,1,1.0,3,27543.0
4790,21.0,1,3,28.0,3,2,3,2.0,0,3.0,3,3.0,0,3,1,2.0,1,21356.0
545,30.0,1,3,33.0,3,2,2,3.0,1,3.0,1,1.0,0,3,1,0.0,2,20304.0
4273,37.0,0,3,10.0,3,2,3,5.0,3,3.0,1,6.0,0,1,0,1.0,3,28377.0
4458,48.0,0,3,10.0,3,1,3,4.0,4,3.0,1,2.0,1,5,1,1.0,0,32448.0
3868,36.0,1,1,16.0,3,2,3,4.0,1,3.0,3,3.0,0,4,0,2.0,2,23776.0
1377,49.0,0,1,8.0,2,2,2,3.0,2,3.0,1,4.0,0,3,1,0.0,4,34161.0
2164,33.0,1,1,6.0,2,1,2,4.0,1,3.0,3,1.0,0,4,1,1.0,2,21949.0
2593,20.0,1,1,10.0,3,1,4,4.0,0,4.0,2,3.0,0,3,1,3.0,1,20161.0
4559,30.0,1,3,7.0,3,1,3,5.0,0,3.0,1,8.0,1,1,1,2.0,1,21478.0
2710,32.0,1,1,30.0,3,2,4,5.0,1,3.0,0,2.0,0,3,1,2.0,2,24260.0
2065,58.0,1,1,8.0,2,2,2,3.0,2,4.0,2,1.0,1,3,1,0.0,4,34246.0
3373,29.0,0,1,9.0,2,2,3,5.0,0,3.0,0,3.0,1,4,1,1.0,1,22545.0
4083,33.0,1,1,13.0,2,2,3,4.0,0,3.0,3,5.0,0,1,0,2.0,1,21716.0
1621,35.0,1,3,6.0,3,2,3,3.0,3,4.0,1,2.0,0,4,0,0.0,3,22295.0
1911,42.0,0,1,11.0,2,2,3,3.0,0,3.0,1,5.0,0,3,0,1.0,1,17093.0
348,42.0,1,1,29.0,2,1,2,3.0,4,3.0,2,3.0,0,3,0,0.0,0,30992.0
901,48.0,1,1,8.0,1,2,3,1.0,0,4.0,2,6.0,0,2,0,2.0,1,17559.0
339,27.0,1,3,14.0,3,1,2,3.0,1,4.0,0,2.0,0,2,0,0.0,2,21214.0
2940,22.0,1,3,29.0,1,2,3,4.0,0,3.0,3,3.0,0,2,1,2.0,1,22125.0
780,28.0,0,1,30.0,1,2,3,4.0,3,5.0,3,2.0,0,2,0,0.0,3,23722.0
2830,38.0,1,1,21.0,2,1,4,4.0,0,5.0,1,3.0,0,4,1,1.0,1,21712.0
1515,41.0,1,1,18.0,1,1,2,3.0,2,3.0,1,2.0,0,4,1,1.0,4,34545.0
2191,50.0,1,1,30.0,2,2,3,3.0,4,3.0,1,4.0,1,4,1,2.0,0,28973.0
4671,35.0,1,3,7.0,3,2,4,2.0,1,3.0,1,2.0,0,5,0,2.0,2,28403.0
3175,21.0,1,1,18.0,3,1,4,5.0,0,5.0,3,3.0,1,3,0,2.0,1,21278.0
1504,24.0,1,1,6.0,3,2,3,3.0,0,3.0,1,3.0,1,3,0,2.0,1,17293.0
1845,49.0,1,1,13.0,2,2,2,4.0,3,3.0,3,1.0,0,1,1,0.0,3,25965.0
529,38.0,1,1,6.0,2,1,2,2.0,1,3.0,3,1.0,0,2,1,1.0,2,22625.0
4501,53.0,1,1,18.0,2,1,3,4.0,1,3.0,1,2.0,0,1,1,1.0,2,21827.0
3696,35.0,1,1,9.0,3,2,4,2.0,0,3.0,1,2.0,1,1,0,2.0,1,21610.0
3968,27.0,1,3,30.0,3,1,3,5.0,1,3.0,1,2.0,1,1,0,1.0,2,22835.0
635,35.0,1,1,15.0,2,1,3,4.0,3,3.0,0,2.0,1,4,1,1.0,3,25685.0
3230,28.0,0,1,15.0,2,2,3,6.0,0,3.0,0,3.0,0,2,1,2.0,1,23299.0
2317,34.0,0,1,7.0,3,2,3,4.0,1,5.0,2,1.0,0,1,0,0.0,2,20343.0
4416,54.0,1,3,7.0,3,0,3,4.0,1,5.0,3,2.0,0,1,1,2.0,2,27059.0
1579,22.0,1,1,21.0,3,1,2,3.0,0,3.0,2,2.0,0,1,1,1.0,1,17871.0
3209,39.0,0,1,10.0,2,2,3,4.0,0,3.0,0,5.0,0,3,1,2.0,1,21499.0
1075,32.0,1,1,16.0,3,2,1,3.0,3,3.0,3,3.0,0,1,0,0.0,3,26244.0
626,32.0,1,1,14.0,3,1,3,1.0,1,3.0,0,6.0,0,3,1,2.0,2,20175.0
3565,37.0,1,3,7.0,2,0,4,4.0,1,3.0,3,8.0,0,1,1,2.0,2,25493.0
3546,37.0,1,3,9.0,2,2,4,4.0,0,3.0,3,5.0,1,3,0,1.0,1,21322.0
687,36.0,1,1,8.0,3,2,3,3.0,0,3.0,2,5.0,0,5,1,0.0,1,17519.0
697,29.0,0,3,26.0,1,1,2,3.0,0,3.0,0,2.0,0,3,0,1.0,1,17157.0
1743,37.0,1,3,12.0,3,2,3,3.0,1,3.0,1,5.0,0,3,1,0.0,2,21502.0
2184,50.0,1,1,6.0,3,2,3,3.0,4,3.0,1,1.0,0,5,0,2.0,0,32399.0
758,59.0,1,3,6.0,1,2,3,3.0,3,3.0,0,4.0,1,2,0,1.0,3,26904.0
551,39.0,1,2,9.0,2,1,2,2.0,1,4.0,0,1.0,0,2,1,0.0,2,21389.0
2440,27.0,0,1,30.0,2,2,3,4.0,0,3.0,2,2.0,1,3,1,1.0,1,17534.0
270,55.0,1,1,6.0,3,2,2,3.0,2,5.0,2,1.0,1,2,1,0.0,4,34045.0
3636,50.0,1,1,23.0,3,1,4,4.0,0,5.0,1,6.0,1,1,1,2.0,1,21265.0
4048,27.0,1,2,32.0,2,1,4,4.0,0,3.0,1,3.0,0,4,1,2.0,1,21620.0
932,29.0,1,1,13.0,1,1,2,3.0,0,3.0,1,4.0,1,4,1,1.0,1,18339.0
4140,38.0,0,3,11.0,3,2,3,4.0,0,3.0,1,6.0,0,4,1,1.0,1,21471.0
258,51.0,1,1,6.0,2,2,3,3.0,0,3.0,0,2.0,0,4,1,0.0,1,17723.0
4702,29.0,1,1,17.0,2,1,3,4.0,1,3.0,3,5.0,0,4,0,2.0,2,22338.0
1926,31.0,1,3,13.0,2,2,2,4.0,3,3.0,1,1.0,0,3,1,0.0,3,26557.0
2930,38.0,1,3,9.0,3,2,4,4.0,1,3.0,0,6.0,1,3,0,2.0,2,28280.0
2481,36.0,1,3,9.0,3,1,4,4.0,0,3.0,0,3.0,0,2,1,1.0,1,20692.0
2854,31.0,1,1,9.0,2,0,3,6.0,1,3.0,3,4.0,0,2,0,2.0,2,24769.0
4210,19.0,1,1,10.0,3,2,3,4.0,0,3.0,2,3.0,0,4,1,1.0,1,20098.0
2306,29.0,1,3,29.0,2,1,2,4.0,3,5.0,1,2.0,0,3,1,1.0,3,22336.0
2157,36.0,1,1,8.0,3,2,3,3.0,0,3.0,2,5.0,0,5,1,1.0,1,17519.0
3586,46.0,1,1,12.0,3,0,3,6.0,1,5.0,3,3.0,1,3,1,1.0,2,24447.0
2048,38.0,0,1,8.0,2,1,3,1.0,1,5.0,2,7.0,1,1,0,0.0,2,20980.0
1465,36.0,0,1,29.0,3,2,2,1.0,1,3.0,1,5.0,0,3,0,0.0,2,17571.0
3304,23.0,0,1,10.0,2,2,3,5.0,0,3.0,0,2.0,1,3,0,1.0,1,21531.0
1314,45.0,0,3,8.0,2,1,3,3.0,1,3.0,1,5.0,0,1,1,2.0,2,20154.0
665,47.0,1,3,8.0,2,1,3,4.0,0,3.0,2,2.0,1,2,1,0.0,1,18294.0
1847,36.0,1,1,8.0,2,1,3,3.0,0,3.0,1,5.0,0,5,1,0.0,1,17543.0
2094,53.0,1,3,13.0,3,1,3,4.0,3,3.0,1,1.0,1,1,0,1.0,3,25934.0
1027,34.0,1,1,6.0,2,1,2,4.0,0,4.0,0,6.0,0,1,1,1.0,1,18294.0
3440,28.0,1,3,17.0,3,1,4,5.0,1,3.0,0,3.0,1,3,1,3.0,2,24447.0
1792,32.0,1,1,8.0,3,1,3,1.0,1,3.0,2,1.0,0,3,0,0.0,2,20055.0
1811,38.0,1,1,21.0,2,2,3,4.0,3,3.0,1,1.0,1,5,1,2.0,3,26510.0
1619,19.0,1,1,9.0,3,1,3,3.0,0,4.0,2,2.0,0,3,1,0.0,1,16483.0
722,38.0,0,1,16.0,3,2,3,3.0,0,3.0,0,1.0,0,5,0,2.0,1,17684.0
3063,34.0,1,3,7.0,3,2,3,2.0,1,5.0,1,3.0,0,4,0,1.0,2,22715.0
4447,41.0,0,3,12.0,2,2,3,5.0,3,5.0,1,7.0,1,5,0,1.0,3,29153.0
4588,59.0,1,1,12.0,1,1,3,5.0,3,4.0,1,4.0,1,5,1,2.0,3,29230.0
3608,41.0,1,1,23.0,2,0,3,4.0,3,3.0,3,8.0,1,4,1,1.0,3,26623.0
0,41.0,1,3,6.0,2,1,3,3.0,1,3.0,2,1.0,1,2,1,0.0,2,20993.0
2102,42.0,0,1,8.0,3,2,2,3.0,0,3.0,2,6.0,1,1,1,1.0,1,17515.0
1889,30.0,0,1,9.0,2,2,2,3.0,0,3.0,1,5.0,0,3,1,0.0,1,17097.0
4735,50.0,1,3,15.0,1,2,3,5.0,4,4.0,1,8.0,0,4,1,2.0,0,31798.0
3411,41.0,1,1,7.0,2,2,3,4.0,0,4.0,0,5.0,0,1,1,2.0,1,21065.0
4597,26.0,1,3,26.0,3,2,3,5.0,0,4.0,1,3.0,1,1,0,2.0,1,21091.0
4873,41.0,1,3,14.0,3,2,3,4.0,0,4.0,3,3.0,0,5,0,1.0,1,23339.0
1284,39.0,1,1,16.0,3,2,3,3.0,3,3.0,3,1.0,0,3,1,0.0,3,28464.0
303,31.0,1,3,13.0,1,2,3,2.0,1,3.0,0,5.0,0,2,1,0.0,2,21929.0
1961,43.0,0,1,15.0,3,2,3,3.0,1,3.0,1,4.0,1,3,1,2.0,2,20679.0
3693,30.0,1,3,16.0,3,1,3,6.0,0,4.0,3,3.0,0,1,1,2.0,1,21438.0
1438,23.0,0,3,15.0,3,2,2,3.0,0,5.0,1,2.0,0,5,1,0.0,1,16790.0
3613,28.0,1,1,15.0,3,1,3,2.0,0,3.0,1,2.0,0,4,0,1.0,1,22195.0
3075,45.0,1,1,15.0,2,2,4,2.0,0,3.0,0,4.0,1,3,1,3.0,1,21496.0
3007,26.0,1,3,33.0,3,0,3,4.0,1,3.0,3,3.0,0,4,0,1.0,2,24858.0
4338,58.0,1,3,36.0,3,2,3,5.0,4,3.0,1,5.0,0,3,1,1.0,0,32796.0
4424,55.0,1,2,26.0,3,2,3,4.0,3,4.0,1,4.0,0,3,1,2.0,3,29403.0
3105,44.0,1,1,15.0,2,1,3,4.0,1,4.0,1,6.0,0,3,1,1.0,2,23443.0
2673,30.0,1,1,25.0,3,2,3,5.0,0,3.0,2,3.0,1,3,0,2.0,1,21067.0
3990,36.0,1,3,7.0,3,2,3,5.0,1,5.0,3,2.0,0,1,1,2.0,2,22990.0
2644,28.0,0,1,7.0,1,2,3,5.0,1,5.0,0,7.0,0,3,0,2.0,2,22976.0
817,36.0,0,1,24.0,2,2,3,3.0,1,3.0,3,3.0,0,3,1,0.0,2,22779.0
2625,35.0,1,1,34.0,3,1,4,4.0,0,4.0,2,4.0,0,3,1,1.0,1,20989.0
3689,25.0,0,2,17.0,3,2,3,4.0,0,3.0,1,2.0,0,4,1,2.0,1,20823.0
4879,26.0,1,2,27.0,3,1,4,4.0,0,4.0,1,2.0,1,3,0,2.0,1,22347.0
1720,37.0,0,1,16.0,3,2,3,3.0,3,3.0,1,7.0,0,3,0,2.0,3,25048.0
1483,34.0,1,1,25.0,3,2,3,3.0,0,3.0,1,1.0,0,3,0,0.0,1,17661.0
218,45.0,0,3,12.0,3,0,2,4.0,3,3.0,3,7.0,0,4,1,0.0,3,23865.0
343,29.0,1,3,16.0,3,1,2,4.0,1,4.0,1,2.0,1,5,0,1.0,2,23268.0
1219,29.0,1,1,15.0,3,1,2,3.0,0,3.0,1,1.0,0,5,1,1.0,1,17974.0
2996,57.0,1,1,16.0,3,2,3,4.0,4,3.0,0,2.0,0,4,0,1.0,0,29781.0
4451,28.0,0,1,17.0,2,2,3,4.0,3,5.0,1,3.0,0,3,0,2.0,3,27471.0
1912,36.0,0,3,16.0,3,2,2,3.0,3,3.0,3,2.0,0,1,1,1.0,3,24980.0
1301,58.0,0,3,8.0,3,2,2,3.0,4,4.0,1,5.0,0,4,1,0.0,0,17705.0
4422,36.0,1,1,13.0,2,2,3,6.0,1,3.0,3,3.0,0,5,0,2.0,2,25324.0
4712,34.0,1,1,32.0,3,2,3,5.0,0,4.0,2,6.0,1,4,1,1.0,1,20991.0
3664,37.0,1,3,9.0,2,1,3,4.0,1,3.0,3,5.0,0,4,1,2.0,2,23180.0
871,24.0,1,1,23.0,2,1,3,3.0,0,4.0,0,2.0,0,2,0,1.0,1,17210.0
2922,26.0,1,3,20.0,3,2,3,4.0,0,3.0,0,3.0,0,3,1,1.0,1,20774.0
4383,33.0,0,3,18.0,2,2,3,2.0,1,3.0,1,2.0,0,3,1,1.0,2,23385.0
516,23.0,1,1,10.0,3,2,2,2.0,0,5.0,0,3.0,0,4,0,1.0,1,17819.0
4639,36.0,1,1,21.0,2,2,3,5.0,0,4.0,1,3.0,1,5,1,2.0,1,22421.0
269,36.0,1,1,12.0,2,2,2,3.0,0,3.0,0,1.0,0,5,1,1.0,1,18210.0
966,58.0,1,1,13.0,3,1,2,4.0,3,5.0,0,1.0,1,4,1,0.0,3,25008.0
193,43.0,0,1,13.0,3,2,2,2.0,0,3.0,1,5.0,0,4,0,1.0,1,17089.0
1419,42.0,1,1,24.0,2,2,2,3.0,1,5.0,1,7.0,1,1,0,0.0,2,20410.0
1261,38.0,1,1,24.0,3,2,2,5.0,1,3.0,1,4.0,1,5,0,1.0,2,20811.0
3902,36.0,1,1,7.0,2,1,4,6.0,0,3.0,1,3.0,0,3,0,2.0,1,21655.0
1375,32.0,0,1,11.0,2,1,2,1.0,0,3.0,2,4.0,1,1,0,1.0,1,17432.0
1431,32.0,1,3,6.0,3,1,2,3.0,3,3.0,1,2.0,0,5,1,0.0,3,25422.0
1676,22.0,1,1,11.0,2,2,2,1.0,0,4.0,1,2.0,1,4,1,0.0,1,17328.0
4455,37.0,0,1,15.0,2,1,4,2.0,3,5.0,1,2.0,0,3,0,2.0,3,30391.0
3030,25.0,0,1,16.0,2,2,3,5.0,0,4.0,1,3.0,0,5,1,1.0,1,21372.0
916,46.0,1,3,10.0,3,1,2,4.0,2,4.0,0,3.0,0,5,1,0.0,4,33789.0
1512,26.0,1,1,31.0,2,2,2,5.0,0,3.0,2,2.0,0,1,0,0.0,1,17293.0
2568,32.0,1,3,13.0,2,2,4,6.0,1,3.0,0,6.0,1,3,1,2.0,2,24850.0
2277,38.0,1,3,16.0,3,2,3,4.0,3,3.0,1,1.0,1,3,1,1.0,3,23740.0
2140,27.0,1,1,10.0,2,1,3,3.0,0,3.0,2,2.0,0,1,0,0.0,1,17318.0
4653,28.0,1,1,9.0,2,1,3,4.0,1,3.0,1,2.0,0,5,1,1.0,2,22905.0
558,32.0,0,1,30.0,2,2,3,3.0,1,3.0,0,2.0,0,4,1,0.0,2,20309.0
1903,46.0,1,3,16.0,3,1,3,4.0,3,3.0,1,3.0,1,1,0,0.0,3,24071.0
470,24.0,0,3,30.0,3,2,2,3.0,0,3.0,0,1.0,0,4,0,1.0,1,17400.0
1839,31.0,1,1,15.0,2,2,2,4.0,0,4.0,2,1.0,1,3,1,0.0,1,17657.0
3766,47.0,1,1,9.0,2,2,3,4.0,3,3.0,1,5.0,0,1,1,2.0,3,27256.0
4384,25.0,0,3,31.0,3,2,3,4.0,0,3.0,1,2.0,0,4,1,2.0,1,21078.0
3221,22.0,1,1,17.0,2,1,3,5.0,0,5.0,2,3.0,0,3,1,1.0,1,20094.0
4086,37.0,0,1,10.0,3,2,2,4.0,0,4.0,2,6.0,0,4,1,1.0,1,20766.0
884,40.0,1,3,16.0,1,1,2,4.0,1,4.0,1,1.0,0,5,1,0.0,2,21852.0
4541,53.0,0,1,32.0,3,1,3,5.0,4,3.0,1,5.0,0,5,0,2.0,0,32504.0
811,38.0,1,3,8.0,3,2,2,3.0,3,4.0,3,1.0,0,4,1,0.0,3,22351.0
1732,32.0,1,1,8.0,1,2,2,4.0,1,5.0,2,5.0,0,4,0,1.0,2,17176.0
1191,31.0,1,3,11.0,2,1,3,3.0,1,3.0,1,2.0,0,1,0,2.0,2,20476.0
1577,25.0,1,3,11.0,3,2,2,4.0,1,3.0,2,2.0,1,3,0,1.0,2,20744.0
3739,42.0,1,3,11.0,3,1,3,4.0,3,3.0,1,2.0,1,1,0,2.0,3,29125.0
4672,60.0,1,3,7.0,1,2,4,4.0,3,3.0,1,5.0,1,1,1,1.0,3,30582.0
302,28.0,1,1,22.0,3,2,3,2.0,1,5.0,2,1.0,0,5,0,2.0,2,20661.0
1181,49.0,1,1,12.0,2,1,2,4.0,4,3.0,1,3.0,1,5,1,0.0,0,28966.0
4280,42.0,0,3,11.0,3,2,3,4.0,1,4.0,3,3.0,0,3,1,1.0,2,28033.0
3056,29.0,1,3,9.0,3,1,3,4.0,1,4.0,0,3.0,1,3,1,1.0,2,23457.0
3568,40.0,1,3,13.0,3,2,3,2.0,3,3.0,1,4.0,0,4,1,2.0,3,26915.0
2570,59.0,1,1,30.0,3,1,4,4.0,3,3.0,0,3.0,0,3,1,1.0,3,28990.0
4584,28.0,1,1,11.0,2,1,4,4.0,0,3.0,2,3.0,0,1,0,1.0,1,20996.0
2635,28.0,1,1,16.0,3,1,3,4.0,0,4.0,2,3.0,0,3,1,1.0,1,20957.0
4626,34.0,1,1,20.0,2,1,3,4.0,0,3.0,3,5.0,0,3,1,1.0,1,22130.0
678,48.0,1,1,26.0,3,2,2,3.0,0,3.0,0,5.0,0,2,0,0.0,1,17259.0
2913,33.0,0,3,18.0,2,2,3,3.0,1,3.0,0,2.0,0,3,1,2.0,2,23385.0
1446,34.0,1,3,34.0,3,1,3,4.0,1,3.0,1,2.0,0,5,1,0.0,2,21712.0
3116,43.0,1,3,21.0,3,0,4,5.0,1,3.0,3,2.0,0,3,0,1.0,2,24922.0
316,49.0,1,1,6.0,1,1,2,4.0,4,3.0,2,1.0,1,3,1,0.0,0,28964.0
4759,41.0,0,1,33.0,3,1,4,5.0,1,3.0,1,5.0,1,1,0,2.0,2,23100.0
2961,26.0,1,3,15.0,2,2,3,3.0,1,4.0,0,2.0,0,4,0,1.0,2,23529.0
1189,33.0,1,3,8.0,3,2,3,3.0,1,3.0,1,2.0,0,3,1,1.0,2,20505.0
770,46.0,1,1,6.0,3,2,2,3.0,2,3.0,1,1.0,0,5,1,1.0,4,34627.0
1310,58.0,0,1,21.0,2,2,2,3.0,4,3.0,1,3.0,1,1,1,0.0,0,30787.0
3617,37.0,1,1,12.0,2,1,3,4.0,3,5.0,1,6.0,0,4,1,2.0,3,26686.0
271,47.0,0,1,35.0,2,2,2,3.0,3,4.0,0,2.0,1,3,1,0.0,3,26849.0
4571,30.0,1,1,14.0,3,1,4,5.0,0,3.0,1,8.0,0,5,1,2.0,1,21210.0
605,38.0,0,1,18.0,2,2,2,4.0,1,5.0,1,3.0,0,5,1,0.0,2,21288.0
2990,30.0,1,3,17.0,2,2,3,4.0,0,3.0,3,3.0,0,4,0,1.0,1,21320.0
3562,27.0,1,1,10.0,2,1,3,4.0,0,3.0,1,3.0,0,3,1,2.0,1,20739.0
315,43.0,0,1,16.0,2,1,2,3.0,0,3.0,2,1.0,0,5,0,1.0,1,17455.0
4546,43.0,0,1,9.0,3,2,3,4.0,0,3.0,2,7.0,1,1,1,2.0,1,21193.0
480,30.0,0,3,18.0,2,2,3,4.0,0,5.0,0,2.0,0,5,1,0.0,1,17033.0
1083,40.0,1,1,15.0,2,2,2,3.0,0,5.0,2,4.0,0,1,1,1.0,1,17018.0
3278,35.0,1,3,16.0,2,1,4,4.0,1,3.0,0,3.0,0,2,1,3.0,2,24392.0
4749,36.0,1,2,15.0,1,2,4,4.0,0,3.0,3,3.0,0,5,0,2.0,1,23001.0
4534,36.0,1,1,34.0,3,1,3,5.0,0,5.0,2,3.0,0,4,0,2.0,1,21237.0
2220,44.0,1,3,34.0,3,1,2,1.0,4,3.0,1,4.0,1,1,1,0.0,0,28320.0
3882,24.0,0,3,16.0,3,2,3,4.0,0,5.0,1,3.0,0,5,1,1.0,1,20468.0
4076,29.0,1,1,28.0,3,2,3,4.0,0,3.0,1,3.0,0,1,0,1.0,1,21391.0
4536,33.0,1,3,20.0,2,2,4,4.0,1,3.0,1,4.0,0,1,0,3.0,2,23081.0
4146,60.0,1,2,13.0,3,2,3,4.0,0,3.0,1,2.0,0,4,0,1.0,1,20945.0
3414,28.0,1,3,18.0,3,1,4,2.0,0,3.0,0,2.0,0,3,1,2.0,1,21212.0
3687,46.0,1,2,11.0,2,1,3,6.0,3,3.0,1,6.0,0,1,1,2.0,3,28434.0
4420,38.0,1,1,10.0,2,2,3,4.0,3,3.0,1,3.0,0,1,1,1.0,3,28112.0
1572,20.0,0,1,12.0,2,1,3,4.0,0,3.0,2,2.0,1,1,0,0.0,1,17926.0
636,35.0,0,1,31.0,2,1,3,3.0,0,4.0,1,2.0,1,3,0,0.0,1,17022.0
8,38.0,0,1,29.0,2,2,2,4.0,3,3.0,3,1.0,0,3,0,0.0,3,24526.0
3834,29.0,1,1,24.0,1,2,3,5.0,0,3.0,1,7.0,0,3,0,2.0,1,21045.0
3184,36.0,1,1,17.0,2,2,3,4.0,0,3.0,1,3.0,0,5,1,1.0,1,22595.0
4654,36.0,1,1,17.0,2,2,3,4.0,0,3.0,1,3.0,0,5,0,1.0,1,22595.0
